客户ID,年龄,性别,收入,推广渠道,活动类型,广告消耗,点击率,转化率,网站访问量,人均页面浏览量,网站停留时间,社交分享量,邮件打开量,邮件点击量,历史购买次数,会员积分,广告平台,广告工具,是否转化,投放日期
12426,37,Female,138719.0,Social Media,Retention,9582.22,0.08,0.1,3,2.22,11.19,83,17,5,9,4576,IsConfid,ToolConfid,1,2023-03-05
12427,42,Female,35029.0,PPC,Consideration,6319.4,0.23,0.17,13,8.92,12.01,83,7,6,0,1964,IsConfid,ToolConfid,1,2023-01-20
12428,28,Male,51811.0,Social Media,Retention,594.94,0.16,0.17,15,8.77,6.06,85,5,3,9,54,IsConfid,ToolConfid,1,2023-10-30
12429,32,Female,35793.0,SEO,Awareness,9888.75,0.04,0.07,14,3.19,5.0,69,7,1,8,1411,IsConfid,ToolConfid,1,2023-04-09
12430,49,Male,126854.0,SEO,Conversion,1652.98,0.19,0.02,33,2.06,2.39,19,2,7,9,4509,IsConfid,ToolConfid,1,2023-02-27
12431,45,Male,68106.0,PPC,Conversion,7208.88,0.17,0.11,12,9.64,3.95,68,3,0,3,2018,IsConfid,ToolConfid,1,2023-04-18
12432,39,Female,105662.0,Referral,Consideration,5372.05,0.11,0.1,16,5.34,1.96,52,5,3,7,194,IsConfid,ToolConfid,1,2023-05-21
12433,58,Male,104764.0,SEO,Retention,3014.17,0.01,0.03,27,1.84,4.91,74,16,3,5,2373,IsConfid,ToolConfid,0,2023-01-09
12434,34,Male,147418.0,PPC,Retention,1855.37,0.07,0.16,9,2.94,10.3,1,0,0,7,439,IsConfid,ToolConfid,0,2023-07-31
12435,43,Male,104131.0,Email,Consideration,6227.96,0.13,0.11,46,7.33,2.37,29,14,7,7,2662,IsConfid,ToolConfid,1,2023-01-16
12436,61,Male,20972.0,Referral,Conversion,8598.16,0.07,0.13,16,1.73,5.16,7,14,5,1,1922,IsConfid,ToolConfid,1,2023-03-11
12437,24,Male,20360.0,SEO,Awareness,8741.83,0.18,0.03,7,4.9,8.17,39,11,1,2,455,IsConfid,ToolConfid,1,2023-02-01
12438,59,Male,22632.0,PPC,Conversion,4704.94,0.22,0.11,1,4.85,5.24,7,5,3,8,2649,IsConfid,ToolConfid,1,2023-01-02
12439,43,Female,55958.0,PPC,Consideration,1125.85,0.26,0.15,0,7.17,6.87,16,19,6,1,2994,IsConfid,ToolConfid,1,2023-03-16
12440,42,Male,123252.0,Email,Consideration,8853.23,0.2,0.08,4,2.79,7.7,98,4,8,3,4489,IsConfid,ToolConfid,1,2023-04-09
12441,27,Female,100882.0,Email,Consideration,4921.46,0.21,0.13,34,9.85,11.74,29,6,6,0,1376,IsConfid,ToolConfid,1,2023-08-10
12442,62,Male,133858.0,Referral,Retention,4443.75,0.19,0.05,21,2.4,12.72,0,7,1,3,2680,IsConfid,ToolConfid,1,2023-10-19
12443,36,Male,38008.0,Referral,Conversion,6227.96,0.3,0.2,42,6.39,3.29,68,9,0,2,3093,IsConfid,ToolConfid,1,2023-07-14
12444,28,Male,97656.0,PPC,Conversion,3713.64,0.09,0.16,15,3.95,5.86,63,6,9,3,3930,IsConfid,ToolConfid,1,2023-12-16
12445,30,Female,50283.0,Referral,Consideration,5307.45,1.0,0.16,8,2.2,8.84,79,6,6,2,2406,IsConfid,ToolConfid,1,2023-01-17
12446,25,Female,70908.0,Referral,Awareness,6084.96,0.05,0.04,35,5.85,7.74,35,13,8,4,101,IsConfid,ToolConfid,1,2023-01-27
12447,57,Female,27818.0,Email,Retention,4717.68,0.15,0.01,8,2.53,1.67,78,3,1,3,2190,IsConfid,ToolConfid,0,2023-03-04
12448,21,Male,90655.0,PPC,Consideration,8976.82,0.17,0.11,13,7.12,5.5,48,9,2,8,4532,IsConfid,ToolConfid,1,2023-07-17
12449,64,Female,50579.0,Social Media,Retention,3244.85,0.09,0.04,9,1.29,3.8,80,12,3,4,4826,IsConfid,ToolConfid,0,2023-04-19
12450,48,Male,75178.0,Email,Consideration,5825.29,0.15,0.16,21,5.59,6.55,76,6,8,4,1024,IsConfid,ToolConfid,1,2023-02-04
12451,45,Male,77584.0,PPC,Retention,3069.54,0.29,0.09,15,2.97,5.4,23,2,6,1,1790,IsConfid,ToolConfid,1,2023-01-04
12452,28,Female,85020.0,Referral,Awareness,7558.17,0.29,0.07,40,9.55,10.58,3,4,1,3,872,IsConfid,ToolConfid,1,2023-03-19
12453,60,Male,131257.0,Referral,Awareness,1111.0,0.23,0.02,2,7.39,6.32,76,17,3,3,4660,IsConfid,ToolConfid,1,2023-03-10
12454,42,Female,133204.0,SEO,Awareness,1968.12,0.12,0.2,27,7.8,4.0,61,6,3,4,4486,IsConfid,ToolConfid,1,2023-10-28
12455,42,Male,115373.0,Social Media,Awareness,8031.89,0.26,0.11,29,7.35,9.48,8,5,3,4,1062,IsConfid,ToolConfid,1,2023-06-06
12456,64,Female,141663.0,Email,Conversion,1913.66,0.26,0.04,28,6.99,11.04,25,7,9,3,216,IsConfid,ToolConfid,1,2023-11-10
12457,42,Female,20975.0,SEO,Conversion,6294.89,0.27,0.07,0,2.24,2.07,46,6,6,9,3352,IsConfid,ToolConfid,1,2023-04-18
12458,55,Female,83479.0,SEO,Retention,9705.41,0.2,0.08,27,9.98,4.14,15,19,5,1,4816,IsConfid,ToolConfid,1,2023-04-11
12459,41,Male,36265.0,Social Media,Consideration,5276.62,0.07,0.12,21,6.92,3.53,36,10,1,6,3188,IsConfid,ToolConfid,1,2023-03-12
12460,64,Male,83518.0,Email,Conversion,1955.22,0.04,0.19,31,9.08,3.42,69,9,9,9,4771,IsConfid,ToolConfid,1,2023-03-31
12461,48,Female,24318.0,Email,Consideration,3274.84,0.28,0.15,10,5.53,13.58,10,5,1,1,828,IsConfid,ToolConfid,0,2023-03-18
12462,58,Male,140611.0,Referral,Retention,8252.23,0.03,0.11,25,3.57,2.33,1,17,2,6,488,IsConfid,ToolConfid,1,2023-01-08
12463,63,Female,55081.0,Email,Consideration,3581.44,0.1,0.11,30,4.94,13.13,93,5,9,8,2155,IsConfid,ToolConfid,1,2023-02-11
12464,42,Female,78649.0,SEO,Awareness,7262.76,0.15,0.15,19,4.59,6.21,82,9,0,7,4546,IsConfid,ToolConfid,1,2023-08-23
12465,43,Male,135475.0,Referral,Awareness,7795.77,0.02,0.14,19,1.14,9.79,22,8,8,8,3816,IsConfid,ToolConfid,1,2023-10-21
12466,42,Female,137116.0,Email,Conversion,5061.71,0.27,0.33,32,7.07,6.89,46,7,6,7,428,IsConfid,ToolConfid,1,2023-09-21
12467,42,Female,127051.0,Social Media,Retention,7853.81,0.09,0.14,4,7.64,9.18,61,11,6,1,1909,IsConfid,ToolConfid,1,2023-11-05
12468,22,Male,63069.0,SEO,Conversion,3237.34,0.02,0.05,40,1.37,8.5,75,9,8,8,1078,IsConfid,ToolConfid,1,2023-01-05
12469,37,Male,133352.0,PPC,Conversion,5209.98,0.3,0.13,2,3.21,6.78,38,11,6,6,4638,IsConfid,ToolConfid,1,2023-10-19
12470,42,Female,98670.0,Social Media,Conversion,6896.93,0.1,0.11,43,6.98,4.49,5,17,0,3,4503,IsConfid,ToolConfid,1,2023-03-15
12471,58,Male,124968.0,Social Media,Retention,1763.92,0.26,0.2,49,3.9,14.0,35,18,3,9,1007,IsConfid,ToolConfid,1,2023-07-12
12472,28,Female,131686.0,Email,Awareness,2808.86,0.14,0.11,33,9.4,13.78,61,13,8,6,334,IsConfid,ToolConfid,1,2023-12-09
12473,50,Male,96377.0,Referral,Awareness,6555.16,0.2,0.02,30,2.01,1.53,59,12,5,8,2638,IsConfid,ToolConfid,1,2023-09-06
12474,42,Female,111671.0,Referral,Conversion,6588.07,0.08,0.06,41,9.35,3.74,78,6,7,0,3105,IsConfid,ToolConfid,1,2023-07-24
12475,55,Male,32427.0,SEO,Consideration,4983.7,0.17,0.18,6,9.23,8.82,35,7,2,3,3357,IsConfid,ToolConfid,1,2023-01-09
12476,44,Female,60251.0,Email,Awareness,7976.3,1.0,0.19,29,9.6,14.72,76,14,5,8,2209,IsConfid,ToolConfid,1,2023-03-27
12477,51,Female,119667.0,Referral,Awareness,4872.34,0.29,0.15,17,1.7,11.05,71,8,3,9,2483,IsConfid,ToolConfid,1,2023-03-11
12478,32,Male,122263.0,PPC,Retention,8825.09,0.03,0.02,15,3.45,12.37,88,2,7,3,96,IsConfid,ToolConfid,1,2023-08-23
12479,49,Male,45165.0,Email,Awareness,7385.44,0.09,0.01,12,3.26,5.06,87,4,2,6,4688,IsConfid,ToolConfid,1,2023-12-13
12480,38,Female,87285.0,Email,Awareness,3215.48,0.17,0.11,32,8.97,3.67,30,3,4,1,2209,IsConfid,ToolConfid,1,2023-11-20
12481,63,Female,141359.0,Referral,Conversion,4013.01,0.15,0.2,6,8.26,3.78,39,19,1,2,3303,IsConfid,ToolConfid,1,2023-12-14
12482,22,Male,118844.0,Social Media,Conversion,6710.1,0.18,0.18,29,2.43,7.51,59,19,6,7,1910,IsConfid,ToolConfid,1,2023-01-13
12483,23,Female,84927.0,Email,Retention,8955.08,0.2,0.19,10,2.27,12.95,12,5,8,0,2258,IsConfid,ToolConfid,1,2023-06-14
12484,55,Male,93170.0,Social Media,Retention,1869.22,0.03,0.13,5,5.27,3.64,92,7,4,2,3002,IsConfid,ToolConfid,1,2023-10-30
12485,39,Male,96150.0,SEO,Consideration,5195.17,0.02,0.17,20,2.56,8.77,95,2,8,7,4565,IsConfid,ToolConfid,1,2023-10-27
12486,35,Female,44866.0,SEO,Awareness,1275.97,0.28,0.07,31,5.28,12.23,36,3,1,5,3744,IsConfid,ToolConfid,1,2023-05-30
12487,31,Female,30282.0,Referral,Conversion,2866.61,0.09,0.02,4,8.6,7.76,60,16,7,9,2050,IsConfid,ToolConfid,1,2023-01-25
12488,27,Male,84875.54,SEO,Conversion,6891.22,0.12,0.18,41,5.5,6.55,17,16,2,8,497,IsConfid,ToolConfid,1,2023-01-10
12489,63,Female,56726.0,Referral,Awareness,869.57,0.21,0.05,28,7.52,5.52,89,4,9,4,1326,IsConfid,ToolConfid,1,2023-07-23
12490,30,Male,35412.0,Referral,Retention,6657.35,0.08,0.15,34,3.25,9.21,17,16,4,8,2265,IsConfid,ToolConfid,1,2023-06-29
12491,48,Female,122163.0,Social Media,Conversion,9018.03,0.22,0.11,46,3.39,12.36,33,11,2,8,2977,IsConfid,ToolConfid,1,2023-01-06
12492,47,Female,93586.0,Social Media,Retention,9696.77,0.14,0.11,11,6.34,14.94,53,2,4,9,3618,IsConfid,ToolConfid,1,2023-05-18
12493,20,Female,144135.0,SEO,Conversion,2244.66,0.26,0.05,36,8.67,13.11,30,1,4,7,173,IsConfid,ToolConfid,1,2023-03-19
12494,47,Female,140019.0,Social Media,Conversion,7514.09,0.09,0.07,45,5.78,7.06,78,10,0,9,4228,IsConfid,ToolConfid,1,2023-05-14
12495,23,Male,44583.0,Email,Consideration,9271.07,0.07,0.15,43,2.78,1.65,36,5,7,0,437,IsConfid,ToolConfid,0,2023-11-11
12496,46,Female,103577.0,Referral,Conversion,1004.56,0.25,0.02,21,2.96,2.25,83,16,6,7,1041,IsConfid,ToolConfid,1,2023-07-02
12497,25,Female,81922.0,Email,Awareness,4198.83,0.1,0.09,10,6.55,0.93,91,18,7,7,2224,IsConfid,ToolConfid,1,2023-02-24
12498,61,Male,26185.0,Email,Awareness,6227.96,0.13,0.14,22,1.93,5.76,67,12,2,9,3863,IsConfid,ToolConfid,1,2023-09-23
12499,62,Female,106348.0,Referral,Awareness,2107.6,0.24,0.04,44,1.59,7.48,71,4,6,9,3793,IsConfid,ToolConfid,1,2023-05-03
12500,60,Male,111368.0,PPC,Retention,9344.23,0.19,0.03,9,1.93,12.4,57,4,6,2,2705,IsConfid,ToolConfid,1,2023-08-24
12501,61,Female,76389.0,Referral,Conversion,5319.2,0.14,0.08,41,4.53,1.74,81,18,1,8,4346,IsConfid,ToolConfid,1,2023-01-12
12502,50,Male,146830.0,Social Media,Retention,1088.94,0.08,0.06,23,4.19,3.81,95,14,2,7,2726,IsConfid,ToolConfid,1,2023-01-19
12503,34,Male,37423.0,Social Media,Consideration,4553.79,0.23,0.13,45,1.02,7.9,52,3,5,9,1481,IsConfid,ToolConfid,1,2023-10-17
12504,65,Male,71268.0,PPC,Conversion,3329.99,0.06,0.19,15,2.46,12.82,86,5,3,6,136,IsConfid,ToolConfid,1,2023-08-02
12505,28,Female,132692.0,SEO,Awareness,34725.85,0.28,0.01,11,4.13,1.77,61,2,3,1,4724,IsConfid,ToolConfid,0,2023-01-12
12506,30,Female,61644.0,Social Media,Consideration,5460.61,0.05,0.18,49,4.87,4.03,78,10,0,0,1424,IsConfid,ToolConfid,1,2023-11-08
12507,42,Male,56786.0,Email,Consideration,4887.57,0.24,0.09,31,4.62,8.39,6,18,7,4,2274,IsConfid,ToolConfid,1,2023-03-16
12508,28,Male,115201.0,PPC,Conversion,4871.47,0.13,0.14,23,3.88,5.2,30,3,1,0,2210,IsConfid,ToolConfid,1,2023-09-29
12509,42,Male,95525.0,PPC,Awareness,972.6,0.06,0.17,3,8.31,14.89,95,6,5,3,969,IsConfid,ToolConfid,1,2023-12-23
12510,45,Female,142234.0,Social Media,Retention,8042.95,0.13,0.12,41,4.74,7.06,39,2,9,3,1011,IsConfid,ToolConfid,1,2023-08-06
12511,61,Female,103744.0,Social Media,Conversion,4866.25,0.07,0.03,32,6.8,13.71,77,4,9,1,703,IsConfid,ToolConfid,0,2023-05-25
12512,23,Male,138222.0,Referral,Awareness,8226.97,0.05,0.04,17,8.49,14.14,82,15,0,3,4552,IsConfid,ToolConfid,1,2023-02-03
12513,58,Male,108590.0,Referral,Consideration,8263.49,0.08,0.16,46,8.68,4.26,49,18,0,0,3354,IsConfid,ToolConfid,1,2023-04-19
12514,33,Female,50477.0,Referral,Conversion,3239.64,0.26,0.31,16,8.71,5.23,79,17,9,1,681,IsConfid,ToolConfid,1,2023-11-06
12515,21,Male,115910.0,PPC,Consideration,1716.34,0.04,0.12,20,5.45,5.2,8,2,1,7,2943,IsConfid,ToolConfid,1,2023-05-02
12516,52,Male,142942.0,SEO,Awareness,9121.33,0.29,0.09,0,6.95,6.83,64,4,5,3,607,IsConfid,ToolConfid,1,2023-05-28
12517,65,Male,126756.0,SEO,Retention,7630.88,0.01,0.11,45,3.83,1.42,24,6,3,3,615,IsConfid,ToolConfid,1,2023-12-05
12518,43,Female,23571.0,PPC,Retention,1161.79,0.2,0.16,43,8.76,12.21,7,6,7,7,4176,IsConfid,ToolConfid,1,2023-04-30
12519,29,Female,39576.0,Email,Consideration,6227.96,0.26,0.15,24,2.92,2.4,38,2,6,8,3904,IsConfid,ToolConfid,1,2023-03-03
12520,28,Female,139641.0,Referral,Consideration,298.23,0.28,0.13,30,8.09,13.46,31,8,3,7,1933,IsConfid,ToolConfid,1,2023-03-16
12521,54,Male,82703.0,Referral,Consideration,374.81,0.05,0.08,42,5.23,8.86,7,7,3,0,3271,IsConfid,ToolConfid,1,2023-07-24
12522,42,Female,29680.0,Referral,Conversion,5305.65,0.21,0.05,19,3.69,7.48,12,17,4,7,2444,IsConfid,ToolConfid,1,2023-10-30
12523,35,Male,45706.0,SEO,Awareness,1050.77,0.04,0.11,25,4.42,10.08,66,9,6,8,4228,IsConfid,ToolConfid,1,2023-10-28
12524,36,Female,99854.0,SEO,Consideration,9646.93,0.11,0.17,18,6.29,14.03,65,19,9,3,3867,IsConfid,ToolConfid,1,2023-05-05
12525,40,Female,106195.0,Email,Consideration,8948.93,0.22,0.12,29,9.37,4.8,27,7,8,7,105,IsConfid,ToolConfid,1,2023-08-15
12526,55,Female,84527.0,SEO,Consideration,6533.14,0.11,0.19,24,1.88,4.42,3,7,4,9,3435,IsConfid,ToolConfid,1,2023-11-25
12527,35,Male,135042.0,Social Media,Retention,730.72,0.1,0.01,35,9.28,5.86,22,16,2,4,1951,IsConfid,ToolConfid,1,2023-03-20
12528,43,Male,90565.0,SEO,Consideration,3315.87,0.04,0.2,48,8.34,7.56,33,16,8,0,1933,IsConfid,ToolConfid,1,2023-08-19
12529,23,Female,68436.0,Referral,Awareness,45360.69,0.03,0.14,17,6.29,1.6,54,3,0,6,4158,IsConfid,ToolConfid,0,2023-11-26
12530,21,Female,22774.0,Email,Retention,4860.71,0.04,0.17,3,2.17,10.36,70,5,1,1,2818,IsConfid,ToolConfid,0,2023-06-10
12531,61,Male,36972.0,PPC,Awareness,1772.14,0.26,0.07,26,8.31,8.05,93,18,3,4,1272,IsConfid,ToolConfid,1,2023-12-09
12532,42,Female,34048.0,PPC,Retention,5817.37,0.01,0.11,32,7.22,8.33,57,0,5,0,3014,IsConfid,ToolConfid,1,2023-01-20
12533,46,Female,118908.0,Email,Retention,4414.13,0.21,0.16,5,5.48,4.12,72,3,2,4,3501,IsConfid,ToolConfid,0,2023-08-23
12534,51,Female,128724.0,Social Media,Conversion,9478.24,0.23,0.15,6,8.97,12.69,18,10,9,5,721,IsConfid,ToolConfid,1,2023-10-14
12535,34,Female,126669.0,PPC,Retention,9368.33,0.17,0.07,0,6.98,6.27,8,5,2,8,3668,IsConfid,ToolConfid,1,2023-04-21
12536,60,Male,100225.0,Referral,Retention,5698.19,0.22,0.07,37,3.6,9.96,22,11,8,9,1502,IsConfid,ToolConfid,1,2023-11-24
12537,60,Male,102273.0,PPC,Awareness,6479.06,0.2,0.14,34,1.39,3.98,74,4,2,2,2731,IsConfid,ToolConfid,1,2023-08-24
12538,33,Male,146170.0,PPC,Awareness,1464.19,0.14,0.19,22,7.83,12.34,12,13,4,2,1549,IsConfid,ToolConfid,1,2023-11-21
12539,19,Female,101550.0,Referral,Consideration,2310.9,0.12,0.09,15,3.3,4.85,92,16,2,0,3061,IsConfid,ToolConfid,1,2023-09-30
12540,51,Male,107354.0,SEO,Conversion,9017.08,0.28,0.08,33,3.52,13.86,30,3,0,5,2521,IsConfid,ToolConfid,1,2023-01-17
12541,25,Female,118737.0,Social Media,Retention,7021.74,0.17,0.18,33,5.05,7.09,71,14,4,3,1176,IsConfid,ToolConfid,1,2023-07-30
12542,30,Male,96680.0,Referral,Conversion,1975.36,0.2,0.14,30,7.75,2.6,18,5,4,1,565,IsConfid,ToolConfid,1,2023-01-10
12543,42,Male,116537.0,Referral,Consideration,6227.96,0.07,0.08,42,9.32,9.36,4,12,2,3,2689,IsConfid,ToolConfid,1,2023-04-06
12544,25,Female,84875.54,Email,Conversion,9354.14,0.14,0.02,30,2.95,8.57,90,11,8,8,4128,IsConfid,ToolConfid,1,2023-08-05
12545,47,Male,86403.0,Social Media,Retention,3517.19,0.15,0.15,10,8.94,6.61,38,9,9,2,1835,IsConfid,ToolConfid,1,2023-08-28
12546,49,Male,47182.0,SEO,Awareness,1939.62,0.23,0.08,7,6.44,12.39,13,5,3,7,1764,IsConfid,ToolConfid,1,2023-05-02
12547,53,Female,99876.0,Referral,Conversion,9426.05,0.2,0.02,23,8.7,6.61,21,8,2,4,442,IsConfid,ToolConfid,1,2023-03-28
12548,64,Male,97373.0,SEO,Retention,4666.53,0.16,0.13,22,8.63,2.48,21,15,4,4,1151,IsConfid,ToolConfid,1,2023-09-28
12549,47,Male,67059.0,Referral,Consideration,4230.7,0.21,0.07,31,4.53,0.91,4,7,6,6,340,IsConfid,ToolConfid,1,2023-08-02
12550,18,Male,28787.0,Referral,Retention,2748.92,0.02,0.07,14,7.1,13.44,61,6,1,4,951,IsConfid,ToolConfid,1,2023-05-12
12551,60,Female,140452.0,Email,Conversion,8926.69,0.24,0.1,27,9.52,7.27,51,13,4,6,261,IsConfid,ToolConfid,1,2023-03-08
12552,56,Female,20393.0,PPC,Retention,8471.61,0.07,0.15,19,7.05,8.66,79,3,2,1,2613,IsConfid,ToolConfid,1,2023-03-19
12553,34,Female,81775.0,Social Media,Retention,4089.6,0.2,0.06,13,5.12,2.16,38,2,8,0,1377,IsConfid,ToolConfid,1,2023-10-28
12554,37,Male,79454.0,Email,Conversion,403.07,0.04,0.03,25,4.35,7.6,25,2,7,9,626,IsConfid,ToolConfid,1,2023-07-28
12555,41,Male,32056.0,SEO,Conversion,4521.85,0.04,0.1,49,2.29,8.23,79,18,8,6,3246,IsConfid,ToolConfid,1,2023-08-19
12556,42,Female,81483.0,Referral,Consideration,1890.49,0.02,0.02,36,9.99,7.25,55,9,5,4,4345,IsConfid,ToolConfid,1,2023-05-16
12557,39,Female,128696.0,Referral,Retention,1513.07,0.27,0.14,1,6.92,14.33,11,13,3,6,891,IsConfid,ToolConfid,1,2023-02-08
12558,46,Male,64957.0,Social Media,Awareness,3991.63,0.19,0.19,33,3.49,8.79,79,5,8,0,3631,IsConfid,ToolConfid,1,2023-03-24
12559,39,Male,48429.0,Email,Conversion,1080.86,0.11,0.14,33,1.67,14.63,48,11,3,6,3970,IsConfid,ToolConfid,1,2023-02-15
12560,61,Female,65909.0,Email,Retention,9578.9,0.24,0.06,33,7.79,2.72,11,11,3,0,3406,IsConfid,ToolConfid,1,2023-07-28
12561,26,Female,72906.0,SEO,Awareness,570.64,0.19,0.04,8,8.7,13.76,95,3,1,2,798,IsConfid,ToolConfid,0,2023-03-02
12562,54,Male,117435.0,Email,Awareness,4073.56,0.19,0.05,43,4.85,8.52,4,9,0,2,1942,IsConfid,ToolConfid,1,2023-12-07
12563,27,Male,117757.0,Email,Retention,20529.08,0.15,0.05,49,9.6,4.79,99,11,9,2,207,IsConfid,ToolConfid,1,2023-12-16
12564,53,Male,106290.0,PPC,Retention,6919.23,0.01,0.07,2,3.96,11.31,91,16,3,4,3545,IsConfid,ToolConfid,1,2023-07-01
12565,54,Male,64389.0,Social Media,Retention,880.23,0.08,0.03,29,7.8,8.57,50,6,5,1,3562,IsConfid,ToolConfid,1,2023-06-12
12566,45,Female,40905.0,Email,Awareness,5513.38,0.04,0.18,18,3.37,8.85,3,9,3,0,3248,IsConfid,ToolConfid,1,2023-06-29
12567,45,Female,109619.0,SEO,Retention,7753.7,0.2,0.18,30,4.02,2.99,92,0,3,5,348,IsConfid,ToolConfid,1,2023-01-26
12568,59,Female,73730.0,Referral,Conversion,9505.59,0.08,0.13,15,6.45,10.36,82,18,1,9,3439,IsConfid,ToolConfid,1,2023-03-03
12569,60,Male,77557.0,Email,Awareness,7015.42,0.14,0.19,42,1.33,4.77,24,19,2,9,1096,IsConfid,ToolConfid,1,2023-02-09
12570,38,Male,136814.0,Email,Conversion,1084.97,0.11,0.16,23,2.9,5.66,98,4,2,3,3071,IsConfid,ToolConfid,1,2023-11-07
12571,41,Male,126634.0,Referral,Conversion,976.35,0.05,0.02,14,2.59,13.65,23,5,6,0,3615,IsConfid,ToolConfid,0,2023-03-24
12572,59,Male,115157.0,PPC,Retention,7342.82,0.17,0.03,21,3.95,3.1,55,0,3,8,3517,IsConfid,ToolConfid,1,2023-05-13
12573,57,Female,84875.54,Social Media,Conversion,26781.13,0.28,0.07,31,8.0,13.36,18,14,2,6,2835,IsConfid,ToolConfid,1,2023-02-10
12574,19,Male,122264.0,PPC,Retention,4527.67,1.0,0.09,10,9.17,7.76,22,1,4,5,2795,IsConfid,ToolConfid,1,2023-09-20
12575,25,Male,86199.0,SEO,Awareness,9768.55,0.25,0.08,28,1.11,3.09,94,17,3,3,4411,IsConfid,ToolConfid,1,2023-03-22
12576,65,Male,67301.0,Email,Conversion,8217.08,0.15,0.04,41,3.32,12.27,82,12,0,6,1674,IsConfid,ToolConfid,1,2023-03-09
12577,44,Female,84875.54,PPC,Retention,101775.29,0.23,0.03,23,1.23,9.96,95,1,5,6,1185,IsConfid,ToolConfid,1,2023-02-18
12578,39,Female,67259.0,Social Media,Consideration,8621.62,0.17,0.17,18,8.75,5.53,76,7,4,7,4191,IsConfid,ToolConfid,1,2023-02-05
12579,54,Female,94801.0,SEO,Retention,6233.5,0.05,0.08,4,2.79,4.86,45,4,6,8,2224,IsConfid,ToolConfid,0,2023-03-15
12580,44,Male,24574.0,PPC,Consideration,7464.95,0.27,0.05,45,7.94,6.6,17,14,7,9,4928,IsConfid,ToolConfid,1,2023-05-17
12581,46,Female,108291.0,Email,Retention,3653.71,0.27,0.1,40,1.3,2.48,60,12,2,0,1446,IsConfid,ToolConfid,0,2023-06-15
12582,20,Male,146902.0,Social Media,Consideration,9984.62,0.15,0.02,37,4.59,12.23,70,16,3,2,3167,IsConfid,ToolConfid,1,2023-05-31
12583,61,Male,76776.0,Email,Conversion,2868.26,0.26,0.12,0,4.23,4.54,44,3,4,5,1987,IsConfid,ToolConfid,1,2023-05-08
12584,30,Female,116777.0,Email,Conversion,5941.07,0.2,0.06,29,3.96,12.49,87,6,7,4,1942,IsConfid,ToolConfid,1,2023-02-26
12585,62,Male,84875.54,SEO,Conversion,2892.41,0.06,0.11,11,6.13,11.1,45,1,9,9,2300,IsConfid,ToolConfid,1,2023-04-11
12586,27,Female,107097.0,Social Media,Conversion,6227.96,0.11,0.13,45,4.52,14.16,16,8,6,8,3032,IsConfid,ToolConfid,1,2023-06-06
12587,53,Male,84875.54,Referral,Retention,5719.1,0.05,0.16,3,4.63,1.94,14,1,6,9,2211,IsConfid,ToolConfid,1,2023-09-16
12588,26,Female,43390.0,Email,Conversion,3598.15,0.23,0.05,14,2.7,5.56,72,16,4,1,2099,IsConfid,ToolConfid,1,2023-01-09
12589,44,Female,111612.0,Social Media,Awareness,5873.87,0.3,0.1,16,4.73,9.55,33,17,3,3,1147,IsConfid,ToolConfid,1,2023-02-15
12590,51,Female,72330.0,Email,Consideration,5630.92,0.17,0.19,11,7.67,12.95,98,5,0,4,3986,IsConfid,ToolConfid,1,2023-06-17
12591,42,Female,91082.0,PPC,Retention,5468.34,0.2,0.11,0,3.91,2.76,7,17,5,5,2510,IsConfid,ToolConfid,1,2023-07-30
12592,18,Female,73642.0,PPC,Conversion,1320.68,0.23,0.2,12,8.71,12.99,49,5,8,9,2207,IsConfid,ToolConfid,1,2023-03-31
12593,49,Male,41280.0,Social Media,Consideration,4457.79,0.08,0.19,29,2.5,1.47,10,1,1,2,672,IsConfid,ToolConfid,0,2023-08-19
12594,42,Female,118489.0,SEO,Consideration,8138.84,0.11,0.11,9,8.62,7.38,87,1,0,1,4923,IsConfid,ToolConfid,1,2023-03-28
12595,46,Female,41037.0,Referral,Awareness,3219.92,0.13,0.06,35,6.54,1.72,41,5,9,7,452,IsConfid,ToolConfid,1,2023-03-14
12596,24,Male,136668.0,Referral,Consideration,4493.93,0.18,0.15,5,4.81,2.67,93,8,4,8,3822,IsConfid,ToolConfid,1,2023-11-12
12597,42,Female,139229.0,SEO,Retention,4988.93,0.26,0.31,8,1.32,11.74,84,3,3,1,1413,IsConfid,ToolConfid,0,2023-01-07
12598,20,Female,84875.54,Referral,Retention,8641.04,0.08,0.12,49,2.14,0.77,42,9,3,2,3041,IsConfid,ToolConfid,1,2023-02-18
12599,37,Female,48564.0,Referral,Conversion,6590.44,0.15,0.14,1,4.73,8.55,34,19,0,5,640,IsConfid,ToolConfid,1,2023-08-13
12600,37,Male,119133.0,Referral,Conversion,1092.01,0.23,0.13,5,8.9,1.93,58,1,0,4,2292,IsConfid,ToolConfid,1,2023-01-17
12601,47,Female,105439.0,Email,Retention,103982.31,0.04,0.11,10,9.61,12.26,11,12,0,7,1386,IsConfid,ToolConfid,1,2023-11-15
12602,52,Male,84875.54,Social Media,Consideration,8337.45,0.16,0.09,25,9.37,12.22,72,3,7,4,1173,IsConfid,ToolConfid,1,2023-04-24
12603,52,Male,131864.0,PPC,Consideration,7561.1,0.05,0.02,27,3.47,10.69,11,10,0,8,2821,IsConfid,ToolConfid,1,2023-08-03
12604,42,Female,109928.0,PPC,Awareness,4713.97,0.17,0.17,12,3.31,11.46,27,9,4,0,4539,IsConfid,ToolConfid,1,2023-06-25
